id,company,date,opinion,rating,source,score_sentiment,score,rating_sentiment,rating op 100,score op 100,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,roberta_neg,roberta_neu,roberta_pos
180,cronos,05/04/2022,"Good work life balance. Lot of personal growth, You need to find your own way",5.0,glassdoor,positive,0.4333333333333333,positive,100,75,0.0,0.703,0.297,0.6705,positive,0.010571526363492012,0.1509295105934143,0.8384990096092224
181,cronos,25/03/2022,"Group benefits
Lots of freedom
Horizontal structure, Weird company structure
Wage negotiations are tough
Horizontal structure and career path",5.0,glassdoor,negative,-0.4444444444444444,positive,100,25,0.128,0.6,0.272,0.6808,positive,0.13452211022377014,0.7066172957420349,0.15886074304580688
182,cronos,24/03/2022,"It's so so their, no one disturb you daily, Target is to High and no help",3.0,glassdoor,positive,0.08,positive,50,75,0.358,0.524,0.118,-0.6688,negative,0.8888426423072815,0.10281690210103989,0.00834056455641985
183,cronos,14/01/2022,"Good environment , good salary, No flexible hours, very short timelines",5.0,glassdoor,positive,0.4666666666666666,positive,100,75,0.138,0.377,0.484,0.6705,positive,0.008957695215940475,0.058897558599710464,0.9321446418762207
184,cronos,26/09/2021,"- Voiture
- Assurance
- Fuel card
- Meal voucher
- Education, - Client can be far
- Flemish clients mostly",5.0,glassdoor,positive,0.3,positive,100,75,0.0,0.844,0.156,0.34,positive,0.04852728545665741,0.8266154527664185,0.12485717982053757
185,cronos,19/07/2021,"Organization is quite well. Laptop when you arrive..., As always, different kind of variety",4.0,glassdoor,positive,0.3,positive,75,75,0.0,0.845,0.155,0.3384,positive,0.004756375215947628,0.11826273798942566,0.8769808411598206
186,cronos,09/04/2021,"great place to work, always fun, nothign is bad at the cronos group",5.0,glassdoor,positive,0.13333333333333341,positive,100,75,0.167,0.478,0.354,0.5994,positive,0.007271765731275082,0.017386186867952347,0.9753420948982239
187,cronos,29/03/2021,"Nice Team, lots to learn, low pay, limited growth possibilities",3.0,glassdoor,positive,0.1761904761904762,positive,50,75,0.342,0.316,0.342,0.25,positive,0.008912939578294754,0.03471021726727486,0.9563767313957214
188,cronos,28/03/2021,"Good working environment for employees., High working hours is something to worry about.",4.0,glassdoor,positive,0.43,positive,75,75,0.173,0.655,0.173,0.0,neutral,0.07142020761966705,0.4743151068687439,0.45426473021507263
189,cronos,05/04/2022,"Good work life balance. Lot of personal growth, You need to find your own way",5.0,glassdoor,positive,0.4333333333333333,positive,100,75,0.0,0.703,0.297,0.6705,positive,0.010571526363492012,0.1509295105934143,0.8384990096092224
190,cronos,25/03/2022,"Group benefits
Lots of freedom
Horizontal structure, Weird company structure
Wage negotiations are tough
Horizontal structure and career path",5.0,glassdoor,negative,-0.4444444444444444,positive,100,25,0.128,0.6,0.272,0.6808,positive,0.13452211022377014,0.7066172957420349,0.15886074304580688
191,cronos,24/03/2022,"It's so so their, no one disturb you daily, Target is to High and no help",3.0,glassdoor,positive,0.08,positive,50,75,0.358,0.524,0.118,-0.6688,negative,0.8888426423072815,0.10281690210103989,0.00834056455641985
192,cronos,14/01/2022,"Good environment , good salary, No flexible hours, very short timelines",5.0,glassdoor,positive,0.4666666666666666,positive,100,75,0.138,0.377,0.484,0.6705,positive,0.008957695215940475,0.058897558599710464,0.9321446418762207
193,cronos,26/09/2021,"- Voiture
- Assurance
- Fuel card
- Meal voucher
- Education, - Client can be far
- Flemish clients mostly",5.0,glassdoor,positive,0.3,positive,100,75,0.0,0.844,0.156,0.34,positive,0.04852728545665741,0.8266154527664185,0.12485717982053757
194,cronos,19/07/2021,"Organization is quite well. Laptop when you arrive..., As always, different kind of variety",4.0,glassdoor,positive,0.3,positive,75,75,0.0,0.845,0.155,0.3384,positive,0.004756375215947628,0.11826273798942566,0.8769808411598206
195,cronos,09/04/2021,"great place to work, always fun, nothign is bad at the cronos group",5.0,glassdoor,positive,0.13333333333333341,positive,100,75,0.167,0.478,0.354,0.5994,positive,0.007271765731275082,0.017386186867952347,0.9753420948982239
196,cronos,29/03/2021,"Nice Team, lots to learn, low pay, limited growth possibilities",3.0,glassdoor,positive,0.1761904761904762,positive,50,75,0.342,0.316,0.342,0.25,positive,0.008912939578294754,0.03471021726727486,0.9563767313957214
197,cronos,29/03/2021,"Nice team, lots to learn, Limited growth possibilities, low pay",3.0,glassdoor,positive,0.1761904761904762,positive,50,75,0.342,0.316,0.342,0.25,positive,0.01025922130793333,0.03482166305184364,0.9549189805984497
198,cronos,28/03/2021,"Good working environment for employees., High working hours is something to worry about.",4.0,glassdoor,positive,0.43,positive,75,75,0.173,0.655,0.173,0.0,neutral,0.07142020761966705,0.4743151068687439,0.45426473021507263
199,cronos,14/02/2021,"Good atmosphere and a lot to learn, Mediocre Salary - Read the car policy carefully",3.0,glassdoor,positive,0.03333333333333332,positive,50,75,0.0,0.714,0.286,0.5267,positive,0.05978309363126755,0.31349512934684753,0.6267218589782715
200,cronos,29/01/2021,"a lot of knowledge inside the group, many possibilities to find a job that you like, Big company takes some time to get to know the structure",4.0,glassdoor,positive,0.25,positive,75,75,0.0,0.906,0.094,0.3612,positive,0.015127292834222317,0.3769606649875641,0.607912003993988
201,cronos,25/01/2021,"Lots of benefits in this company, Everyone is a ‘manager’ if you get a promotion",4.0,glassdoor,neutral,0.0,positive,75,50,0.0,0.822,0.178,0.3818,positive,0.004176235757768154,0.031239556148648262,0.9645841717720032
202,cronos,14/01/2021,"any opportunity you can create for yourself, you can take. But you need to create your success yourself., Does not pay much compared to industry standards.",4.0,glassdoor,positive,0.25,positive,75,75,0.0,0.625,0.375,0.8908,positive,0.08560144156217575,0.516137957572937,0.39826062321662903
203,cronos,13/01/2021,"Everyone gets a car, vacation, stability, It is difficult to get a raise",5.0,glassdoor,negative,-0.5,positive,100,25,0.2,0.8,0.0,-0.3612,negative,0.35228976607322693,0.5289554595947266,0.1187547817826271
204,cronos,07/01/2021,"- huge growth potential- lots of employee recognition and advancement- ability to have an impact and build processes- generally a positive and collaborative environment, - new industry and fast growth means sometimes processes and tools lag behind the need for them- fast and unpredictable changes in the market require constant attention and flexibility- work life balance can suffer at times",4.0,glassdoor,positive,0.06632996632996634,positive,75,75,0.083,0.693,0.223,0.836,positive,0.030624987557530403,0.21002192795276642,0.7593530416488647
205,cronos,12/06/2020,"Flexibility, entrepreneurship, young company, freedom, humane management, Internal competition, confusing structure, no clear grow path",4.0,glassdoor,negative,-0.0625,positive,75,25,0.176,0.429,0.395,0.7269,positive,0.5081664323806763,0.45394983887672424,0.037883736193180084
206,cronos,21/04/2019,"Nothing at ALL GOOD from my experience, Pretending FULL of HIM self person who does not know anything about programming AT ALL, BUT FULLY protected by management.",1.0,glassdoor,positive,0.5249999999999999,negative,0,75,0.061,0.737,0.202,0.6823,positive,0.8976391553878784,0.0916469544172287,0.01071406714618206
207,cronos,26/11/2018,"benefits, good salaries, hospital insurance, meal checks, avg salaries, many small companies",5.0,glassdoor,positive,0.31666666666666665,positive,100,75,0.0,0.645,0.355,0.6705,positive,0.015157836489379406,0.22850508987903595,0.75633704662323
208,cronos,19/11/2017,"variable, dynamic, new tech, interesting, supportive, less interesting for international profile",3.0,glassdoor,positive,0.20995670995670995,positive,50,75,0.0,0.407,0.593,0.8481,positive,0.18472661077976227,0.6666322946548462,0.14864103496074677
209,cronos,04/08/2016,"- Growth and lots of events to learn
- Stable income
- Conferences and meetups are possible to attend
- Company car but be careful with the car policy, - so much potential in the group, but the companies wont work together for the common interest
- lots of promises, but only after 6 months they look into them and adjust them to their likings
- bad communication",3.0,glassdoor,negative,-0.18333333333333332,positive,50,25,0.066,0.756,0.178,0.714,positive,0.04551637917757034,0.5526099801063538,0.4018735885620117
210,cronos,13/02/2016,"Only an absolute minimum of hierarchy which results in almost no overhead. Down-to-earth culture., Career options at some point become rather limited.",4.0,glassdoor,positive,0.042857142857142864,positive,75,75,0.16,0.84,0.0,-0.4228,negative,0.46475091576576233,0.4987230598926544,0.036525990813970566
211,cronos,11/11/2015,"A lot of independence is given to the employees, some of the companies are at the edge of technology which is a great thing. Lots of events organized and plenty of benefits to pick from, Salary increase are considerably low and if you don't ask, you don't get. You get a new car every four years which is a long time but by no means an exception in Belgium. Oh and no Mercedes.",4.0,glassdoor,positive,0.2215909090909091,positive,75,75,0.096,0.826,0.079,-0.3174,negative,0.018585190176963806,0.10853057354688644,0.872884213924408
212,cronos,14/09/2015,"Good place to be in, The structure of the internal companies is too complex and can cause communication problems at least",4.0,glassdoor,positive,0.024999999999999994,positive,75,75,0.11,0.772,0.118,0.0516,positive,0.5954344272613525,0.35039108991622925,0.054174456745386124
213,cronos,11/09/2015,"Salary is slightly higher, free food during lunch and all in all some of the colleagues are very nice to work with. Lots of opportunities to launch ideas as new competence centers or re-shift your career if you desire., Although not openly discussed leadership of the units obviously foster an insane level of internal competitiveness. People are encouraged to do actions that are borderline legal when doing contract negotiations. Leadership has far to less respect for their employees and have no problem abusing their position on the employment market to brake ones career if you go against their standards. I took me some time to realize but I'm happy I left when I could.",1.0,glassdoor,positive,0.11536130536130537,negative,0,75,0.059,0.812,0.128,0.8182,positive,0.014352765865623951,0.06068401411175728,0.9249632954597473
214,cronos,28/04/2015,"Relaxing collaberation with collegues and peers. Good atmosphere to work in., Not clear about salary raises, bonus,.. Not a high starting salary.",4.0,glassdoor,positive,0.1425,positive,75,75,0.083,0.685,0.232,0.6015,positive,0.017272822558879852,0.08659698814153671,0.8961302638053894
215,cronos,31/01/2015,"Lots of support for your own ideas from within, open door policy to get feedback, Lots of politics, nothing is given, you have to get it yourself. Work hard and demand what you deserve.",4.0,glassdoor,positive,0.10277777777777776,positive,75,75,0.079,0.847,0.074,0.2023,positive,0.036998096853494644,0.32235103845596313,0.6406508684158325
216,cronos,16/02/2022,"Nice environment (innovative, progressive, inclusive), complex internal structures with cluster and subclusters",4.0,glassdoor,positive,0.2,positive,75,75,0.0,0.797,0.203,0.4215,positive,0.011005749925971031,0.13520173728466034,0.8537924885749817
217,cronos,14/02/2022,"Company car, benefits, network with tons of companies/people, training opportunities, Sinterklaasfeest, Career path is very horizontal",5.0,glassdoor,positive,0.2,positive,100,75,0.0,0.729,0.271,0.6369,positive,0.0110367676243186,0.29321104288101196,0.6957522034645081
218,cronos,05/02/2022,"- flat structure- you determine the course of your career- the many sub-companies ensure that you can easily change employer while you still continue to work for Cronos- possibility to start your business yourself under Cronos without much risk,- performance appraisals andThe corresponding wage negotiations are often a measure for nothing.The amounts have already been laid down in advance.If you go all the way for a higher storage, you will get 50Eur more that year and the year later 50ur less.However, this is the case in every larger company.",4.0,glassdoor,positive,0.18919753086419755,positive,75,75,0.0,0.944,0.056,0.6124,positive,0.05920711159706116,0.809240460395813,0.13155248761177063
219,cronos,21/01/2022,"cool colleagues, dynamic atmosphere, a lot of variety, difficult negotiation on wages, expectations of recruitment not always realistic",3.0,glassdoor,positive,0.004166666666666659,positive,50,75,0.117,0.654,0.229,0.34,positive,0.0902123749256134,0.45520105957984924,0.4545866549015045
220,cronos,13/01/2022,"Atmosphere, open, nice colleagues, Cronos benefits, low wages towards other companies.Difficult to negotiate",2.0,glassdoor,positive,0.11875,negative,25,75,0.12,0.571,0.309,0.5106,positive,0.1724458783864975,0.470001220703125,0.3575528860092163
221,cronos,10/12/2021,"Opportunities are available for entrepreneurship cooperation with people of high technical expertise level, organizational complex cooperation not always easy for each other",4.0,glassdoor,positive,0.09472222222222222,positive,75,75,0.096,0.8,0.104,0.05,positive,0.06134254112839699,0.6306924819946289,0.3079649806022644
222,cronos,30/10/2021,"You can really develop yourself here, nice colleagues, dynamic atmosphere and a lot of variety.Here they have an eye for what you do and say, work pressure but that is the case in the entire IT sector",5.0,glassdoor,positive,0.2,positive,100,75,0.042,0.862,0.097,0.2732,positive,0.014867912046611309,0.0965367928147316,0.8885952234268188
223,cronos,07/09/2021,"A lot of knowledge spread over different companies, because you often sit with the customer, you can't benefit from the facilities that Cronos itself offers in the head office",4.0,glassdoor,positive,0.05,positive,75,75,0.084,0.916,0.0,-0.357,negative,0.22724606096744537,0.6982470750808716,0.07450687140226364
224,cronos,14/02/2022,"Company car, benefits, network with tons of companies/people, training opportunities, Sinterklaasfeest, Career path is very horizontal",5.0,glassdoor,positive,0.2,positive,100,75,0.0,0.729,0.271,0.6369,positive,0.0110367676243186,0.29321104288101196,0.6957522034645081
225,cronos,05/02/2022,"- flat structure- you determine the course of your career- the many sub-companies ensure that you can easily change employer while you still continue to work for Cronos- possibility to start your business yourself under Cronos without much risk,- performance appraisals andThe corresponding wage negotiations are often a measure for nothing.The amounts have already been laid down in advance.If you go all the way for a higher storage, you will get 50Eur more that year and the year later 50ur less.However, this is the case in every larger company.",4.0,glassdoor,positive,0.18919753086419755,positive,75,75,0.0,0.944,0.056,0.6124,positive,0.05920711159706116,0.809240460395813,0.13155248761177063
226,cronos,01/02/2022,"- OK salary- many opportunities,- on someone else you earn more ...",3.0,glassdoor,positive,0.5,positive,50,75,0.0,0.773,0.227,0.4466,positive,0.016892921179533005,0.33062049746513367,0.6524865627288818
227,cronos,25/01/2022,"Entrepreneurship is rewarded & independently proceeding autonomously, wages are not in line with the market unfortunately",4.0,glassdoor,negative,-0.033333333333333326,positive,75,25,0.129,0.699,0.172,0.2023,positive,0.55057692527771,0.4078259766101837,0.041596975177526474
228,cronos,13/01/2022,"Atmosphere, open, nice colleagues, Cronos benefits, low wages towards other companies.Difficult to negotiate",2.0,glassdoor,positive,0.11875,negative,25,75,0.12,0.571,0.309,0.5106,positive,0.1724458783864975,0.470001220703125,0.3575528860092163
229,cronos,07/09/2021,"A lot of knowledge spread over different companies, because you often sit with the customer, you can't benefit from the facilities that Cronos itself offers in the head office",4.0,glassdoor,positive,0.05,positive,75,75,0.084,0.916,0.0,-0.357,negative,0.22724606096744537,0.6982470750808716,0.07450687140226364
230,cronos,03/09/2021,"Flexible, good work-life balance, professional helpful admin, company car with fuel card, pleasant atmosphere, few negatives, for those who want to earn a lot, this may not be the right place",4.0,glassdoor,positive,0.3238095238095238,positive,75,75,0.0,0.672,0.328,0.8807,positive,0.049874354153871536,0.2264924943447113,0.7236330509185791
231,cronos,02/08/2021,"No top-down, but bottom-up structure.Inspiring working environment.Good working conditions.Many colleagues ground in good pleasant climate.There is room for self -development., Somewhat stiff, as a consultant you are constantly on the track for different customers.Employment varies from month to month.Furthermore, little to criticize.",5.0,glassdoor,positive,0.17192460317460315,positive,100,75,0.092,0.742,0.166,0.6925,positive,0.0222019050270319,0.1070360466837883,0.870762050151825
232,cronos,29/07/2021,"There is very good support in starting your own company
You get a lot of responsibility
A very innovative environment to work in, you must be able to find your way yourself and you are obliged to take initiative what is not easy for everyone",5.0,glassdoor,positive,0.40722222222222215,positive,100,75,0.047,0.768,0.184,0.7881,positive,0.01319852564483881,0.0965384766459465,0.8902628421783447
233,cronos,20/07/2021,"Loose atmosphere, pleasant, empathy, group feeling, small -scale, wages, growth opportunities, juniors, bureaucracy, customers",4.0,glassdoor,positive,0.13547008547008543,positive,75,75,0.108,0.423,0.469,0.7717,positive,0.07665010541677475,0.6508580446243286,0.2724919617176056
234,cronos,02/07/2021,"Great atmosphere and good to gain experience., Loon is not super and difficult negotiation for storage.",3.0,glassdoor,positive,0.20833333333333331,positive,50,75,0.118,0.413,0.469,0.8542,positive,0.006282559596002102,0.029619060456752777,0.964098334312439
235,cronos,24/06/2021,"Correct wage good benefits Fine Collegas (of course depends on the sub -company), 1 2 3 4 5",5.0,glassdoor,positive,0.5583333333333333,positive,100,75,0.0,0.578,0.422,0.743,positive,0.021675923839211464,0.38728955388069153,0.591034471988678
236,cronos,12/05/2021,"Many options for growing, the offer of extra legal benefits",3.0,glassdoor,positive,0.2333333333333333,positive,50,75,0.0,0.547,0.453,0.5859,positive,0.007654910441488028,0.27256345748901367,0.7197816371917725
237,cronos,10/05/2021,"Work Life Balance Personal Development -sized customer portfolio Name recognition, being able to work with little structure yourself structure Set up.",5.0,glassdoor,positive,0.10416666666666667,positive,100,75,0.0,1.0,0.0,0.0,neutral,0.014670491218566895,0.6234555840492249,0.36187392473220825
238,cronos,05/05/2021,"+ Commercial vehicle correct remuneration (for starters)+ horizontal business structure, career opportunities and growth possibilities are limited.- go-with-the-flow mentality.",4.0,glassdoor,negative,-0.03571428571428571,positive,75,25,0.0,0.755,0.245,0.6369,positive,0.38280513882637024,0.549185037612915,0.0680098682641983
239,cronos,21/03/2021,"Very diverse good for their employees, few career opportunities, salary is somewhat lower",5.0,glassdoor,positive,0.2333333333333333,positive,100,75,0.108,0.565,0.327,0.5956,positive,0.029641935601830482,0.1942400485277176,0.7761180400848389
240,cronos,16/03/2021,"Friendly staff with passion for IT., Sometimes no work/customers.Sit on the bench for a long time.",5.0,glassdoor,positive,0.1625,positive,100,75,0.108,0.588,0.304,0.6124,positive,0.06085216999053955,0.2856559753417969,0.6534918546676636
241,cronos,09/03/2021,"Honest, many possibilities, many growth possibilities, smaller entities, business structures are still being sought",5.0,glassdoor,positive,0.4,positive,100,75,0.0,0.67,0.33,0.7096,positive,0.023717571049928665,0.47701919078826904,0.4992632269859314
242,cronos,08/03/2021,"Large company that has many extras in Facility Management, Cronos has various sub -companies.You have to be right to land with a good, many are government mentality",2.0,glassdoor,positive,0.3666666666666667,negative,25,75,0.0,0.896,0.104,0.4404,positive,0.12849682569503784,0.71119624376297,0.160306915640831
243,cronos,17/02/2021,"Within Cronos you get a lot of autonomy and opportunities where you are coached in entrepreneurship, you should definitely take the initiative yourself.",4.0,glassdoor,neutral,0.0,positive,75,50,0.0,0.791,0.209,0.6486,positive,0.005212198942899704,0.11664160341024399,0.8781461715698242
244,cronos,18/01/2021,"A huge amount of knowledge, large network, interesting alternation of projects, the remuneration is lower than usual if you are a starter profile.",3.0,glassdoor,positive,0.21607142857142858,positive,50,75,0.087,0.714,0.198,0.4215,positive,0.0241361316293478,0.2315724492073059,0.7442913055419922
245,cronos,15/01/2021,"Flexibility Ownership Training IT Woning, homework Little structure long distance",5.0,glassdoor,negative,-0.11875,positive,100,25,0.0,0.789,0.211,0.34,positive,0.08683294802904129,0.8700718879699707,0.0430949442088604
246,cronos,06/12/2020,"Nice colleagues, lots of freedom, office facilities, bad management, low wages, many promises but few realizations",2.0,glassdoor,positive,0.04000000000000002,negative,25,75,0.18,0.521,0.299,0.3612,positive,0.16545234620571136,0.24188925325870514,0.5926583409309387
247,cronos,30/10/2020,"Useful things learned.Close to home., Very bad employer, scolds employees, some people who have a contract dismissed them before they start, employees are constantly being replaced by other employees.They try to let their employees perform a lot of overtime without compensation.",1.0,glassdoor,negative,-0.18374999999999997,negative,0,25,0.087,0.847,0.066,-0.2247,negative,0.886715829372406,0.10349287837743759,0.009791073389351368
248,cronos,21/10/2020,"There is a wide range of IT solutions, the internal competition is large",3.0,glassdoor,positive,0.03809523809523809,positive,50,75,0.0,0.866,0.134,0.1779,positive,0.060613688081502914,0.5251325964927673,0.41425371170043945
249,cronos,26/08/2020,"Young and dynamic team, a lot of growth potential, little guidance for starters, sometimes grows too fast",4.0,glassdoor,positive,0.022500000000000003,positive,75,75,0.0,0.729,0.271,0.6369,positive,0.03082343377172947,0.1891094446182251,0.7800670862197876
250,cronos,10/08/2020,"Flat structure.Openness.Flexible hours.Informal., Growth opportunities are limited.Little guidance.",4.0,glassdoor,negative,-0.025,positive,75,25,0.0,0.536,0.464,0.6369,positive,0.5753313302993774,0.3967176675796509,0.027950994670391083
251,cronos,05/08/2020,"Interesting projects, experiences and training opportunities, consultancy-specific disadvantages such as journeys and changing projects",4.0,glassdoor,positive,0.25,positive,75,75,0.142,0.579,0.279,0.3818,positive,0.006597473286092281,0.07741175591945648,0.9159907698631287
252,cronos,04/05/2020,"Pay well as a starter business car opportunities within the group, no company culture precisions an employment agency poor internal communication between MPs and consultants lots of internal competition that causes conflicts",3.0,glassdoor,negative,-0.13333333333333333,positive,50,25,0.238,0.641,0.121,-0.5574,negative,0.6103914380073547,0.3597995638847351,0.029808886349201202
253,cronos,08/03/2020,"You decide your career at Cronos.You are not a number and you feel that effective.Flat management structure is not lied.They are all very approachable and they listen to you. A lot of room for training., Wages not at the best. Many part -companies with a different internal operation. Consultancy is and remains a strange animal.You can throw yourself 100% on your project with the customer, but if you want to earn a little more, this is often insufficient.You will be asked to spend some extra hours in the internal Cronos operation.This can be experienced as frustrating.",4.0,glassdoor,positive,0.19687500000000002,positive,75,75,0.089,0.896,0.015,-0.7265,negative,0.4099690914154053,0.4761313199996948,0.11389956623315811
254,cronos,07/02/2020,"At Cronos there is a startup mentality and atmosphere, wages can be quite low.",4.0,glassdoor,neutral,0.0,positive,75,50,0.166,0.834,0.0,-0.3384,negative,0.29337218403816223,0.6005409955978394,0.10608682781457901
255,cronos,05/02/2020,"Spacious budget for your own car, unlimited fuel card, separate business sphere. Starters start with lower wages than with similar employees.",4.0,glassdoor,positive,0.3,positive,75,75,0.099,0.901,0.0,-0.296,negative,0.07487037777900696,0.5544734001159668,0.370656281709671
256,cronos,23/01/2020,"- Guidance when drafting and execating business plan - working for your own idea, own initiative, - more 'tapping fingers' than 'thinking along'",4.0,glassdoor,positive,0.5666666666666667,positive,75,75,0.0,1.0,0.0,0.0,neutral,0.05941241607069969,0.7673608660697937,0.17322677373886108
257,cronos,20/01/2020,"Nice flexible working atmosphere full of opportunities, remuneration seems to be less than other IT companies",4.0,glassdoor,positive,0.16458333333333333,positive,75,75,0.0,0.64,0.36,0.743,positive,0.02178042009472847,0.11644966155290604,0.8617699146270752
258,cronos,16/12/2019,"Good remuneration, fine working atmosphere, easily accessible, hard work, always learning, a lot of competition",5.0,glassdoor,positive,0.3,positive,100,75,0.076,0.541,0.384,0.6908,positive,0.019458593800663948,0.09467100352048874,0.8858703970909119
259,cronos,09/12/2019,"An exciting range of benefits, Travelling a lot maybe required",5.0,glassdoor,positive,0.3,positive,100,75,0.0,0.547,0.453,0.7003,positive,0.002644357969984412,0.02503388188779354,0.9723216891288757
260,cronos,08/12/2019,"Pleasant working atmosphere, nice colleagues, good remuneration, little input about the projects in which you can cooperate as a consultant.Sometimes you end up with companies/jobs that you are not suitable for at all.On the other hand, it may be that you are projectless 'on the couch' for too long.",3.0,glassdoor,positive,0.1994047619047619,positive,50,75,0.0,0.783,0.217,0.9042,positive,0.36328765749931335,0.45959359407424927,0.17711873352527618
261,cronos,13/11/2019,"Many opportunities to learn. By the structure of many small companies you stand out. Kleine teams with many great events., Because some things are arranged at Cronos level and Cronos is so large, it can sometimes take a long time before you get an answerOr before it is arranged.",4.0,glassdoor,positive,0.3163265306122449,positive,75,75,0.0,0.873,0.127,0.7717,positive,0.008671585470438004,0.0953940749168396,0.8959344029426575
262,cronos,27/10/2019,"Good communication, freedom, car, young, start wage is less than other developers",5.0,glassdoor,positive,0.12708333333333333,positive,100,75,0.0,0.585,0.415,0.7964,positive,0.11915554106235504,0.4504091441631317,0.43043527007102966
263,cronos,26/10/2019,"work hard, play hard and life is beautiful, not immediately negligence",4.0,glassdoor,positive,0.08888888888888886,positive,75,75,0.174,0.435,0.391,0.6705,positive,0.00799731444567442,0.04649689793586731,0.9455057978630066
264,cronos,02/09/2019,"Many possibilities, flexible and dynamic., Not immediately the most clear business structure.",5.0,glassdoor,positive,0.275,positive,100,75,0.0,0.676,0.324,0.5849,positive,0.051173485815525055,0.6581700444221497,0.29065653681755066
265,cronos,13/08/2019,"Large group, atmosphere, fringe benefits, little transparency, internal competition, location",3.0,glassdoor,positive,0.008928571428571425,positive,50,75,0.0,0.776,0.224,0.3818,positive,0.36508995294570923,0.599869430065155,0.035040467977523804
266,cronos,05/08/2019,"Cronos stimulates entrepreneurship, gives autonomy., I don't see any negatives on my side.",5.0,glassdoor,neutral,0.0,positive,100,50,0.0,0.846,0.154,0.25,positive,0.055906832218170166,0.3358038067817688,0.608289361000061
267,cronos,21/07/2019,"Good atmosphere, many initiatives for employees, that is probably what is going on from company to company",4.0,glassdoor,positive,0.6,positive,75,75,0.0,0.847,0.153,0.4404,positive,0.005471756216138601,0.052960414439439774,0.9415679574012756
268,cronos,06/06/2019,"- Commercial vehicle, meal allowance and other, - sometimes somewhat little structure due to overlapping competencies",5.0,glassdoor,negative,-0.109375,positive,100,25,0.0,1.0,0.0,0.0,neutral,0.29667961597442627,0.6674550175666809,0.03586534410715103
269,cronos,27/05/2019,"Open & transparent many possibilities for flexible information, at the moment no",4.0,glassdoor,positive,0.25,positive,75,75,0.168,0.687,0.145,-0.0772,negative,0.059525761753320694,0.7543945908546448,0.18607963621616364
270,cronos,30/04/2019,"name recognition, fun projects with interesting customers, interesting technology, poor management, a lot of internal politics, a lot of unhealthy competition between the secondary companies, have a big dunk of themselves",2.0,glassdoor,positive,0.025,negative,25,75,0.17,0.602,0.228,0.296,positive,0.07585525512695312,0.26454871892929077,0.6595960855484009
271,cronos,02/04/2019,"Good place for a lot of experience to be gone and good atmosphere, remuneration that subsidiaries can give to their employees is limited",4.0,glassdoor,positive,0.44285714285714284,positive,75,75,0.071,0.712,0.217,0.5994,positive,0.05950236693024635,0.2794592082500458,0.6610383987426758
272,cronos,17/02/2019,"Multiple offices and a lot of possibility of working from home, internal competition, pure body shop, childish colleagues (CEO runs from meetings without communication), no vision, general lack of motivation.",1.0,glassdoor,positive,0.012857142857142855,negative,0,75,0.181,0.695,0.124,-0.2387,negative,0.8604640960693359,0.13058452308177948,0.008951269090175629
273,cronos,14/02/2019,"Nice team with a varied range of customers, not good sales support from above",5.0,glassdoor,positive,0.08333333333333333,positive,100,75,0.267,0.573,0.16,-0.2177,negative,0.11409050226211548,0.25935396552085876,0.6265555024147034
274,cronos,21/01/2019,"Many benefits, they really do everything they can to have as pleasant as possible during, before and after working hours, friendly employees, everything is possible, but you have to indicate what you want, everyone is very open to feedback and opportunitiesDiscussing., The whole tangle of companies sometimes makes it rather complicated to follow, some companies come across as ""wanting but not being able to"", wage increases rarely express themselves in gross wage increases.When you are rented to the customer as a consultant and you have to be on site with the customer, you will lose some feeling for the company.",4.0,glassdoor,positive,0.1923611111111111,positive,75,75,0.071,0.844,0.085,-0.3506,negative,0.0373481921851635,0.14596828818321228,0.8166834712028503
275,cronos,27/12/2018,"Multiple offices to avoid traffic jams, managers do but what, no education or relevant competencies many internal competitiveness possibility of salary increase",1.0,glassdoor,positive,0.225,negative,0,75,0.167,0.721,0.112,-0.1154,negative,0.590832531452179,0.3809109926223755,0.02825656160712242
276,cronos,03/12/2018,"An entrepreneurial company where collegiality & atmosphere is central., If you come from Ghent, the Kennedy tunnel can be detrimental.",5.0,glassdoor,neutral,0.0,positive,100,50,0.0,1.0,0.0,0.0,neutral,0.23450902104377747,0.6801609396934509,0.08533015102148056
277,cronos,20/11/2018,"Different projects different sectors Good Work Life Balance, Lens -desirable Structural Location Head office (Kontich) Lunch possibilities Rivaleliveness",4.0,glassdoor,positive,0.2333333333333333,positive,75,75,0.0,0.755,0.245,0.6369,positive,0.005619557574391365,0.16991566121578217,0.824464738368988
278,cronos,25/07/2018,"+ Group Benefits: osteopath, coach, discounts, extra training+ activities for 'Cronosites': football, sports challenges, special events+ cronos HR is very approachable, active and helpful.+ Self -choosing company car with fuel card, which can also be used outside of working hours.+ Telephone bill, internet account sponsored by Cronos (up to a certain limit)+ dynamic atmosphere with many small businesses. - Salary can be better (Cronos imposes low borders at subsidiaries), experienced experienced employees in this way..- Pacific rooms with whiteboards are always occupied.",4.0,glassdoor,positive,0.22985347985347987,positive,75,75,0.039,0.772,0.189,0.9132,positive,0.005497458856552839,0.11318401992321014,0.8813185691833496
279,cronos,18/07/2018,"Flat structure, innovative environment, many (continued) growth opportunities, large structure with little overview",4.0,glassdoor,positive,0.20035714285714284,positive,75,75,0.0,0.552,0.448,0.7964,positive,0.007638947106897831,0.1628313958644867,0.8295297026634216
